account_id,account_number,customer_id,branch_id,product_id,account_type,account_status,opening_date,currency
ACC000562,ZMCI45299645744331,CUST00751,BR0021,PRD001,Current,Active,1/3/2019,INR
ACC000563,TZTP11533349729697,CUST00430,BR0008,PRD009,Credit Card,Active,11/25/2021,INR
ACC000564,ACAY03434499758586,CUST00993,BR0004,PRD002,Credit Card,Dormant,11/4/2020,INR
ACC000565,UCXQ88178602159927,CUST00171,BR0010,PRD008,Loan,Active,12/9/2021,INR
ACC000566,TIGO63827490331222,CUST00906,BR0020,PRD008,Loan,Dormant,4/9/2025,INR
ACC000567,HTKI80704731483687,CUST00424,BR0003,PRD001,Credit Card,Active,7/11/2025,INR
ACC000568,JOPX74070366656007,CUST00505,BR0007,PRD004,Loan,Active,4/11/2022,INR
ACC000569,MWEF82128219386827,CUST00903,BR0011,PRD009,Credit Card,Dormant,6/12/2021,INR
ACC000570,RZIY72643933045969,CUST00388,BR0016,PRD009,Credit Card,Dormant,2/24/2020,INR
ACC000571,FVYB66604853123443,CUST00360,BR0015,PRD007,Credit Card,Active,10/30/2024,INR
ACC000572,KQZX49811846512421,CUST00560,BR0011,PRD001,Loan,Active,12/31/2025,INR
ACC000573,AMXH78170483648116,CUST00385,BR0020,PRD009,Current,Active,7/28/2025,INR
ACC000574,XKSL58594219379313,CUST00104,BR0022,PRD007,Credit Card,Active,7/3/2020,INR
ACC000575,YNGW65972767687775,CUST00849,BR0010,PRD009,Savings,Active,10/11/2023,INR
ACC000576,SGLZ86134174919538,CUST00491,BR0023,PRD001,Savings,Active,4/22/2026,INR
ACC000577,ARUR42672339907615,CUST00808,BR0019,PRD004,Loan,Active,6/13/2022,INR
ACC000578,ABDC13915480442364,CUST00885,BR0005,PRD005,Credit Card,Active,2/20/2020,INR
ACC000579,PTFY14990108616479,CUST00592,BR0019,PRD008,Credit Card,Active,12/7/2025,INR
ACC000580,AJUZ99157380679967,CUST00667,BR0019,PRD007,Current,Active,6/21/2022,INR
ACC000581,VHMO20961023726432,CUST00777,BR0012,PRD005,Current,Dormant,8/22/2022,INR
ACC000582,BLQZ69972459715579,CUST00704,BR0011,PRD005,Savings,Active,11/22/2019,INR
ACC000583,GFYP70115491773260,CUST00231,BR0014,PRD008,Savings,Dormant,3/2/2022,INR
ACC000584,SNQK68888610859735,CUST00167,BR0006,PRD003,Savings,Active,11/23/2018,INR
ACC000585,QMPS43364470263276,CUST00463,BR0001,PRD007,Savings,Active,1/30/2025,INR
ACC000586,PVNZ59645876694947,CUST00076,BR0011,PRD005,Credit Card,Active,9/29/2018,INR
ACC000587,XCLL34745024053772,CUST00819,BR0008,PRD010,Savings,Active,6/10/2022,INR
ACC000588,TUAR48965394503754,CUST00867,BR0008,PRD001,Current,Dormant,3/31/2019,INR
ACC000589,RBYP80538338569329,CUST00035,BR0023,PRD009,Credit Card,Dormant,7/23/2018,INR
ACC000590,DHNT64804073730415,CUST00302,BR0024,PRD003,Loan,Active,7/25/2018,INR
ACC000591,AXMG24051026583879,CUST00021,BR0021,PRD008,Current,Active,7/23/2023,INR
ACC000592,NGGJ67464660332739,CUST00327,BR0014,PRD008,Loan,Active,11/21/2024,INR
ACC000593,TPID59209410102760,CUST00268,BR0009,PRD002,Savings,Active,8/1/2018,INR
ACC000594,PZRD95164849779738,CUST00975,BR0012,PRD009,Savings,Active,9/30/2019,INR
ACC000595,GHAN14435754789350,CUST00108,BR0005,PRD002,Credit Card,Active,6/7/2020,INR
ACC000596,ZLVY26027068756707,CUST00076,BR0022,PRD003,Credit Card,Active,9/19/2025,INR
ACC000597,CUWR12923613912377,CUST00351,BR0024,PRD010,Current,Active,12/21/2024,INR
ACC000598,ILTU98413376870580,CUST00175,BR0011,PRD009,Loan,Active,9/29/2021,INR
ACC000599,PSCY06510640707838,CUST00910,BR0016,PRD003,Credit Card,Active,4/8/2023,INR
ACC000600,VUJO84830348573654,CUST00385,BR0015,PRD007,Credit Card,Active,5/28/2023,INR
ACC000601,WVAJ49272809031788,CUST00165,BR0015,PRD007,Loan,Active,2/8/2023,INR
ACC000602,HZVZ64316785984440,CUST00750,BR0012,PRD006,Loan,Active,4/16/2021,INR
ACC000603,RRVS59303207560526,CUST00077,BR0025,PRD008,Savings,Active,2/12/2024,INR
ACC000604,TTYB15230299966330,CUST00561,BR0010,PRD001,Savings,Active,10/10/2022,INR
ACC000605,TFHL65403079915402,CUST00965,BR0016,PRD003,Credit Card,Active,11/5/2024,INR
ACC000606,VOGF01295318500423,CUST00920,BR0018,PRD008,Savings,Active,6/10/2019,INR
ACC000607,CVRE06820481093054,CUST00096,BR0004,PRD010,Credit Card,Active,9/16/2021,INR
ACC000608,QJWO38577973982455,CUST00347,BR0006,PRD004,Credit Card,Active,3/17/2019,INR
ACC000609,HQDL18272382642951,CUST00609,BR0021,PRD008,Loan,Active,9/8/2018,INR
ACC000610,QKFL57688155903081,CUST00629,BR0020,PRD002,Credit Card,Active,7/4/2025,INR
ACC000611,SNXX95448761504884,CUST00915,BR0003,PRD005,Credit Card,Active,8/8/2020,INR
ACC000612,SXDW50892446403507,CUST00495,BR0009,PRD006,Credit Card,Active,8/23/2020,INR
ACC000613,NTLL59355881082277,CUST00722,BR0005,PRD003,Savings,Active,4/14/2023,INR
ACC000614,YKJO77745925412387,CUST00032,BR0018,PRD002,Savings,Active,10/5/2020,INR
ACC000615,EJXS37979007045594,CUST00442,BR0007,PRD002,Current,Active,9/29/2024,INR
ACC000616,RJSW67416623956712,CUST00966,BR0009,PRD002,Loan,Active,10/29/2020,INR
ACC000617,KLSH50276749064122,CUST00670,BR0024,PRD008,Current,Active,11/8/2023,INR
ACC000618,PEVP65314513417005,CUST00169,BR0021,PRD006,Credit Card,Active,8/7/2025,INR
ACC000619,JLKR34559556216833,CUST00622,BR0003,PRD002,Credit Card,Active,9/11/2021,INR
ACC000620,LZVP66808950491086,CUST00912,BR0024,PRD009,Current,Active,2/18/2019,INR
ACC000621,YWBJ31715578521979,CUST00445,BR0003,PRD007,Loan,Active,2/16/2026,INR
ACC000622,HHMR60931608988850,CUST00161,BR0001,PRD009,Credit Card,Dormant,8/29/2019,INR
ACC000623,CBLL83911153202640,CUST00055,BR0017,PRD010,Credit Card,Active,12/31/2023,INR
ACC000624,BTWG33963790203887,CUST00104,BR0021,PRD003,Savings,Active,5/4/2026,INR
ACC000625,QFUC88938447816766,CUST00340,BR0001,PRD007,Credit Card,Active,1/1/2024,INR
ACC000626,HXIZ20834812426647,CUST00211,BR0019,PRD009,Credit Card,Active,7/8/2025,INR
ACC000627,IEXN44047832796637,CUST00998,BR0019,PRD007,Credit Card,Active,8/3/2019,INR
ACC000628,TZUK81877449924687,CUST00195,BR0013,PRD001,Current,Active,5/15/2019,INR
ACC000629,VCJI69399531556642,CUST00420,BR0025,PRD003,Savings,Active,3/27/2021,INR
ACC000630,GTIA26908964966681,CUST00714,BR0019,PRD006,Credit Card,Active,9/19/2024,INR
ACC000631,DVRF29232468722037,CUST00568,BR0007,PRD010,Loan,Active,10/21/2024,INR
ACC000632,GHPW84061386748578,CUST00740,BR0002,PRD003,Credit Card,Active,1/12/2026,INR
ACC000633,HBIZ55965765786800,CUST00948,BR0018,PRD003,Credit Card,Active,11/18/2019,INR
ACC000634,LKCX26764494363270,CUST00748,BR0009,PRD003,Loan,Dormant,7/24/2021,INR
ACC000635,LNDI65344200421867,CUST00554,BR0018,PRD003,Loan,Active,6/10/2024,INR
ACC000636,IOWD52035191985056,CUST00272,BR0018,PRD001,Loan,Active,12/19/2019,INR
ACC000637,LUDH35850814322987,CUST00677,BR0016,PRD007,Savings,Active,9/7/2023,INR
ACC000638,NNWG27904233810608,CUST00289,BR0021,PRD005,Savings,Active,4/12/2025,INR
ACC000639,TCXP00522918457496,CUST00305,BR0025,PRD005,Savings,Active,10/20/2021,INR
ACC000640,LTTA52702599611435,CUST00244,BR0005,PRD008,Current,Active,3/31/2024,INR
ACC000641,QGBJ07751306109221,CUST00099,BR0012,PRD005,Loan,Active,3/3/2023,INR
ACC000642,MRSO45371473204319,CUST00051,BR0013,PRD003,Loan,Active,9/8/2025,INR
ACC000643,EOJH12666560233616,CUST00403,BR0008,PRD002,Savings,Active,2/20/2024,INR
ACC000644,LKQA62475552672036,CUST00586,BR0025,PRD003,Loan,Active,3/12/2023,INR
ACC000645,UPXB27510056870690,CUST00563,BR0019,PRD004,Credit Card,Active,7/28/2021,INR
ACC000646,KOCY12181679323539,CUST00861,BR0024,PRD001,Savings,Active,7/22/2022,INR
ACC000647,ZHYW30548495165707,CUST00503,BR0010,PRD010,Credit Card,Active,9/17/2021,INR
ACC000648,SJGE18302426468551,CUST00158,BR0005,PRD005,Loan,Active,7/9/2020,INR
ACC000649,SAEX04115488051093,CUST00056,BR0015,PRD001,Loan,Active,4/13/2026,INR
ACC000650,GJMY53363305754370,CUST00370,BR0017,PRD008,Credit Card,Dormant,2/6/2023,INR
ACC000651,ASRJ16437702170470,CUST00004,BR0017,PRD008,Loan,Active,4/4/2020,INR
ACC000652,DFKW92833971785681,CUST00438,BR0003,PRD008,Savings,Active,1/23/2020,INR
ACC000653,OMTO50591739301055,CUST00090,BR0013,PRD009,Current,Active,3/4/2023,INR
ACC000654,SCYM98331793647089,CUST00302,BR0012,PRD001,Current,Active,4/16/2026,INR
ACC000655,WIXJ06545259357076,CUST00844,BR0017,PRD010,Current,Dormant,4/30/2021,INR
ACC000656,LASI62078562271926,CUST00678,BR0001,PRD008,Loan,Active,6/24/2025,INR
ACC000657,AYEU61186801093609,CUST00641,BR0022,PRD004,Savings,Active,3/2/2026,INR
ACC000658,UCSI90817003276280,CUST00615,BR0008,PRD004,Savings,Closed,10/2/2022,INR
ACC000659,LZVV87777014972682,CUST00492,BR0020,PRD010,Loan,Active,12/8/2019,INR
ACC000660,DDSK69646077359569,CUST00205,BR0022,PRD008,Savings,Dormant,10/28/2022,INR
ACC000661,VDSF20513563974892,CUST00100,BR0006,PRD008,Loan,Active,12/11/2022,INR
ACC000662,LBBP51674867358182,CUST00027,BR0025,PRD007,Current,Active,10/16/2021,INR
ACC000663,XDPX74874779359958,CUST00212,BR0017,PRD008,Savings,Active,10/2/2024,INR
ACC000664,JGRH56999712520193,CUST00175,BR0005,PRD002,Loan,Active,12/11/2020,INR
ACC000665,BWMI69126719196993,CUST00654,BR0015,PRD010,Savings,Dormant,7/23/2020,INR
ACC000666,GLHV03138783056828,CUST00299,BR0006,PRD010,Credit Card,Active,5/1/2024,INR
ACC000667,ZXXZ75335526202948,CUST00084,BR0006,PRD001,Credit Card,Active,3/31/2025,INR
ACC000668,PIPQ11282699345173,CUST00485,BR0019,PRD004,Credit Card,Active,11/3/2023,INR
ACC000669,SFZE29317786503947,CUST00865,BR0019,PRD009,Loan,Dormant,8/15/2024,INR
ACC000670,LYUU05577791743124,CUST00119,BR0022,PRD005,Savings,Active,9/11/2025,INR
ACC000671,GJUK35381157509272,CUST00316,BR0005,PRD010,Credit Card,Active,7/13/2021,INR
ACC000672,BTIQ03695756294339,CUST00804,BR0024,PRD009,Savings,Active,8/22/2023,INR
ACC000673,DNRM70885506943944,CUST00408,BR0024,PRD004,Loan,Active,10/31/2018,INR
ACC000674,ZDBZ10427974935492,CUST00483,BR0016,PRD001,Credit Card,Active,3/18/2026,INR
ACC000675,DADQ18896991329357,CUST00501,BR0012,PRD003,Credit Card,Active,1/12/2019,INR
ACC000676,KGQJ81115703475601,CUST00917,BR0002,PRD003,Loan,Active,2/22/2021,INR
ACC000677,NJVF62455462021354,CUST00677,BR0008,PRD001,Savings,Active,3/24/2021,INR
ACC000678,ZMTW22394071734346,CUST00272,BR0025,PRD006,Credit Card,Active,9/11/2024,INR
ACC000679,MBZT54700603981079,CUST00094,BR0016,PRD001,Savings,Active,3/30/2022,INR
ACC000680,YLDM35214120224175,CUST00658,BR0008,PRD003,Current,Active,12/17/2020,INR
ACC000681,MCMQ09564185413336,CUST00558,BR0003,PRD001,Loan,Active,8/24/2021,INR
ACC000682,MLXZ02859156581791,CUST00397,BR0009,PRD010,Credit Card,Active,4/1/2020,INR
ACC000683,VLXP82905249221911,CUST00190,BR0012,PRD010,Loan,Active,9/22/2022,INR
ACC000684,UJFS99481414013856,CUST00380,BR0008,PRD005,Current,Dormant,4/6/2020,INR
ACC000685,SSGS14265201201740,CUST00907,BR0002,PRD006,Loan,Active,7/22/2020,INR
ACC000686,EBTQ44698886659481,CUST00391,BR0022,PRD002,Loan,Active,2/29/2024,INR
ACC000687,WREO29136759164491,CUST00379,BR0007,PRD001,Credit Card,Active,9/1/2018,INR
ACC000688,KGZE18011308523156,CUST00192,BR0017,PRD002,Current,Closed,10/18/2019,INR
ACC000689,RYFH42840224626713,CUST00457,BR0012,PRD007,Credit Card,Active,12/2/2025,INR
ACC000690,YFAE53423867077604,CUST00046,BR0013,PRD003,Savings,Active,11/8/2019,INR
ACC000691,YETX39876674087721,CUST00270,BR0016,PRD003,Current,Dormant,5/25/2022,INR
ACC000692,BOUK24003305109724,CUST00451,BR0015,PRD005,Loan,Active,12/15/2025,INR
ACC000693,ZOZE54265416893927,CUST00477,BR0002,PRD010,Loan,Active,3/31/2021,INR
ACC000694,NYXY39852381828936,CUST00270,BR0002,PRD010,Savings,Active,3/30/2025,INR
ACC000695,UGVU27868070423573,CUST00232,BR0021,PRD010,Loan,Active,11/17/2020,INR
ACC000696,CQTT59311699213534,CUST00858,BR0011,PRD009,Credit Card,Active,4/10/2024,INR
ACC000697,WOXB50707750884949,CUST00276,BR0004,PRD003,Current,Active,10/2/2023,INR
ACC000698,TTZM35768662138059,CUST00578,BR0023,PRD008,Savings,Dormant,1/19/2021,INR
ACC000699,LCTY48454225955133,CUST00064,BR0017,PRD010,Savings,Active,10/15/2024,INR
ACC000700,WBXK91541963511096,CUST00155,BR0021,PRD006,Loan,Active,8/23/2025,INR
ACC000701,PJKD36365905041737,CUST00771,BR0009,PRD001,Loan,Active,10/21/2019,INR
ACC000702,EEHI26787032381281,CUST00714,BR0024,PRD002,Savings,Active,7/9/2024,INR
ACC000703,OCZQ99354752112759,CUST00684,BR0009,PRD005,Credit Card,Active,12/1/2021,INR
ACC000704,NHYP31149331088623,CUST00100,BR0019,PRD006,Credit Card,Closed,9/24/2021,INR
ACC000705,BNXY59400381803648,CUST00088,BR0018,PRD006,Current,Active,7/30/2018,INR
ACC000706,LWCV00218241408170,CUST00685,BR0019,PRD007,Loan,Active,9/6/2022,INR
ACC000707,EQIN16878732149997,CUST00353,BR0006,PRD002,Savings,Active,5/11/2023,INR
ACC000708,AGVE04347433442106,CUST00828,BR0013,PRD007,Loan,Dormant,11/21/2018,INR
ACC000709,LCBZ04601041313555,CUST00555,BR0021,PRD009,Loan,Active,9/12/2018,INR
ACC000710,XOSJ20722395672176,CUST00424,BR0013,PRD002,Credit Card,Active,1/9/2026,INR
ACC000711,ZYCW89898787767751,CUST00995,BR0012,PRD005,Loan,Active,12/3/2021,INR
ACC000712,GQPO12398189397204,CUST00775,BR0019,PRD008,Current,Active,1/19/2021,INR
ACC000713,QPHB45194558681734,CUST00604,BR0021,PRD003,Credit Card,Active,7/20/2025,INR
ACC000714,DRRV07964031575859,CUST00233,BR0003,PRD002,Credit Card,Active,1/25/2022,INR
ACC000715,GSDY85362054493392,CUST00567,BR0017,PRD005,Loan,Active,11/27/2023,INR
ACC000716,OCVS54063856702071,CUST00063,BR0009,PRD006,Credit Card,Active,2/16/2024,INR
ACC000717,YLGO84205555354407,CUST00861,BR0013,PRD009,Current,Active,7/26/2019,INR
ACC000718,YQWS67788892210072,CUST00397,BR0008,PRD007,Savings,Active,6/19/2021,INR
ACC000719,VVAI09471124617578,CUST00839,BR0017,PRD009,Current,Active,11/16/2021,INR
ACC000720,WAID04866718644262,CUST00536,BR0013,PRD004,Credit Card,Active,11/29/2022,INR
ACC000721,YJJP04986711018770,CUST00429,BR0012,PRD004,Current,Active,7/9/2024,INR
ACC000722,HHFK70443073246689,CUST00989,BR0012,PRD010,Credit Card,Active,4/8/2020,INR
ACC000723,TPVI90304381779989,CUST00549,BR0016,PRD001,Loan,Active,1/5/2025,INR
ACC000724,SEIM92470481130186,CUST00704,BR0016,PRD002,Credit Card,Active,7/10/2020,INR
ACC000725,YJHE31456518127591,CUST00888,BR0020,PRD010,Savings,Active,8/6/2023,INR
ACC000726,PBAH43743256740536,CUST00959,BR0001,PRD009,Current,Active,11/13/2018,INR
ACC000727,EKCU23115411190206,CUST00487,BR0017,PRD002,Loan,Active,10/4/2023,INR
ACC000728,APDH69300522144267,CUST00587,BR0005,PRD008,Credit Card,Active,4/3/2024,INR
ACC000729,UHXY53842561161599,CUST00903,BR0015,PRD010,Current,Closed,6/30/2023,INR
ACC000730,WTJI26184553758268,CUST00242,BR0006,PRD005,Current,Active,9/6/2018,INR
ACC000731,EXUT50814994023235,CUST00488,BR0008,PRD007,Current,Dormant,5/19/2020,INR
ACC000732,RLSH58035288050750,CUST00307,BR0003,PRD010,Loan,Active,2/1/2023,INR
ACC000733,PWVQ19735442524777,CUST00081,BR0017,PRD006,Credit Card,Active,9/13/2021,INR
ACC000734,PIJY49649304640060,CUST00405,BR0021,PRD005,Credit Card,Active,9/17/2022,INR
ACC000735,MSRQ26486275537793,CUST00925,BR0009,PRD009,Loan,Active,9/14/2025,INR
ACC000736,ZRLU46091210407254,CUST00875,BR0007,PRD010,Savings,Active,6/13/2024,INR
ACC000737,ZLXG96016099324707,CUST00732,BR0005,PRD010,Current,Active,7/10/2021,INR
ACC000738,SEME51743160325039,CUST00036,BR0006,PRD006,Credit Card,Dormant,1/18/2026,INR
ACC000739,JHVU98844278952361,CUST00515,BR0006,PRD003,Loan,Active,8/17/2021,INR
ACC000740,ZPSI96454959578127,CUST00585,BR0012,PRD010,Loan,Active,7/9/2024,INR
ACC000741,XGXD74271832240239,CUST00923,BR0020,PRD010,Current,Active,9/6/2022,INR
ACC000742,GMVE76176404046551,CUST00530,BR0023,PRD008,Loan,Active,6/12/2026,INR
ACC000743,CFRM38110502289207,CUST00820,BR0004,PRD009,Current,Active,11/13/2020,INR
ACC000744,YUJV59528276774239,CUST00586,BR0022,PRD008,Credit Card,Active,9/29/2022,INR
ACC000745,GKWI33732783969215,CUST00694,BR0008,PRD008,Current,Dormant,6/5/2026,INR
ACC000746,DBAE60772143486965,CUST00636,BR0014,PRD003,Savings,Closed,8/18/2019,INR
ACC000747,GPCL57310520898318,CUST00151,BR0011,PRD010,Current,Dormant,3/2/2024,INR
ACC000748,OHAV95079337731297,CUST00124,BR0024,PRD004,Current,Active,10/27/2024,INR
ACC000749,GICX48502759082680,CUST00973,BR0004,PRD005,Savings,Active,5/12/2026,INR
ACC000750,ATBP22087121894523,CUST00776,BR0016,PRD004,Current,Dormant,12/28/2019,INR
ACC000751,TUWK96023315998751,CUST00460,BR0022,PRD001,Loan,Active,12/10/2022,INR
ACC000752,OLOZ90323088806094,CUST00178,BR0016,PRD002,Credit Card,Active,8/8/2025,INR
ACC000753,COKA24130078867587,CUST00972,BR0016,PRD001,Credit Card,Active,5/23/2025,INR
ACC000754,KKVR50959145049723,CUST00172,BR0007,PRD008,Credit Card,Active,4/8/2021,INR
ACC000755,MNTJ62728651814204,CUST00996,BR0019,PRD002,Credit Card,Active,12/11/2025,INR
ACC000756,ZHUR45046217643493,CUST00217,BR0006,PRD004,Savings,Closed,9/19/2018,INR
ACC000757,SJDN67407886985857,CUST00828,BR0021,PRD010,Current,Active,9/3/2018,INR
ACC000758,ITCY10667264187939,CUST00198,BR0014,PRD007,Current,Closed,8/7/2025,INR
ACC000759,ORTK37701249316459,CUST00130,BR0001,PRD007,Loan,Dormant,11/8/2024,INR
ACC000760,QEIH78047040793651,CUST00044,BR0008,PRD001,Current,Active,5/14/2019,INR
ACC000761,ZQOL69269203273571,CUST00434,BR0002,PRD006,Savings,Active,11/16/2018,INR
ACC000762,ELMP21230085789591,CUST00081,BR0005,PRD006,Loan,Active,11/5/2020,INR
ACC000763,LHEW42566009805783,CUST00700,BR0019,PRD009,Loan,Active,9/17/2022,INR
ACC000764,NUTB30341365329856,CUST00446,BR0019,PRD004,Current,Active,6/20/2022,INR
ACC000765,XRIT97707060074614,CUST00207,BR0006,PRD001,Savings,Active,11/26/2021,INR
ACC000766,ZHHO00491744368716,CUST00843,BR0005,PRD004,Credit Card,Active,9/21/2018,INR
ACC000767,HQWO62157740545866,CUST00643,BR0021,PRD005,Savings,Active,5/19/2021,INR
ACC000768,DQEJ87414278531419,CUST00152,BR0017,PRD005,Savings,Active,8/15/2022,INR
ACC000769,QQPF63492122339982,CUST00855,BR0002,PRD002,Savings,Active,8/6/2024,INR
ACC000770,DKSZ00713204484567,CUST00610,BR0019,PRD005,Loan,Active,11/19/2024,INR
ACC000771,ZPCL41766045689391,CUST00265,BR0005,PRD005,Loan,Active,10/4/2025,INR
ACC000772,DMVX45767765766647,CUST00328,BR0002,PRD009,Savings,Active,6/6/2020,INR
ACC000773,MBRL20852964552175,CUST00933,BR0006,PRD009,Credit Card,Active,6/5/2026,INR
ACC000774,BJST88782988727544,CUST00745,BR0009,PRD006,Loan,Closed,12/11/2024,INR
ACC000775,EFAN18506929873864,CUST00937,BR0006,PRD001,Savings,Active,2/5/2019,INR
ACC000776,BBMZ72466390321430,CUST00827,BR0017,PRD002,Credit Card,Dormant,5/4/2023,INR
ACC000777,GCRW39330111840654,CUST00069,BR0013,PRD006,Current,Active,9/20/2019,INR
ACC000778,QRKK87552452961514,CUST00090,BR0020,PRD006,Current,Closed,5/23/2026,INR
ACC000779,GNTO45783517983871,CUST00398,BR0019,PRD007,Savings,Active,6/5/2024,INR
ACC000780,VHKL66963389586417,CUST00570,BR0021,PRD010,Savings,Active,4/15/2021,INR
ACC000781,UREK60199916246947,CUST00407,BR0001,PRD010,Loan,Active,7/3/2024,INR
ACC000782,NWFS36842685179736,CUST00566,BR0024,PRD001,Credit Card,Active,7/24/2022,INR
ACC000783,PSXT01027190952038,CUST00334,BR0024,PRD003,Savings,Active,2/13/2020,INR
ACC000784,VOFD21519045624462,CUST00878,BR0022,PRD004,Current,Active,6/20/2022,INR
ACC000785,EBDM56633935082432,CUST00283,BR0010,PRD006,Savings,Active,8/30/2022,INR
ACC000786,MEKH81403075598414,CUST00533,BR0003,PRD006,Loan,Closed,12/12/2020,INR
ACC000787,FBEJ84350745093328,CUST00470,BR0007,PRD008,Loan,Active,6/6/2022,INR
ACC000788,BSUS97024404310907,CUST00940,BR0015,PRD008,Credit Card,Active,9/17/2025,INR
ACC000789,PDVR23532773765547,CUST00895,BR0020,PRD001,Current,Active,12/22/2020,INR
ACC000790,MCOE75735548147126,CUST00013,BR0016,PRD003,Credit Card,Active,7/14/2025,INR
ACC000791,NNDK39392942702150,CUST00806,BR0016,PRD008,Current,Dormant,9/23/2018,INR
ACC000792,UDGI33906279895824,CUST00718,BR0006,PRD003,Current,Active,11/22/2024,INR
ACC000793,ZOPG39129903719127,CUST00639,BR0008,PRD008,Savings,Active,12/24/2020,INR
ACC000794,LTHS55714211622065,CUST00602,BR0014,PRD009,Current,Active,9/15/2022,INR
ACC000795,TCBA44364364443296,CUST00536,BR0020,PRD006,Current,Active,8/5/2019,INR
ACC000796,SCIE20072276835278,CUST00801,BR0005,PRD008,Loan,Active,1/13/2025,INR
ACC000797,BUQO85710933853000,CUST00430,BR0019,PRD007,Credit Card,Active,4/1/2023,INR
ACC000798,SBBV63258677546586,CUST00116,BR0025,PRD001,Credit Card,Active,1/29/2025,INR
ACC000799,DPFR47034463324656,CUST00425,BR0006,PRD009,Loan,Active,1/5/2019,INR
ACC000800,QJYC54635175735185,CUST00154,BR0020,PRD005,Savings,Active,3/2/2024,INR
ACC000801,DZXP69659596560033,CUST00152,BR0022,PRD010,Credit Card,Active,12/24/2018,INR
ACC000802,OXKE29648421092225,CUST00581,BR0017,PRD006,Loan,Active,7/25/2022,INR
ACC000803,CXIK57953723766041,CUST00603,BR0009,PRD009,Savings,Active,1/29/2022,INR
ACC000804,JENJ30297081372298,CUST00597,BR0006,PRD009,Loan,Dormant,5/27/2025,INR
ACC000805,EDAT35243922950149,CUST00777,BR0024,PRD001,Credit Card,Active,3/8/2021,INR
ACC000806,MERI07695390878347,CUST00988,BR0022,PRD004,Credit Card,Dormant,10/24/2018,INR
ACC000807,MOVT00782446666948,CUST00963,BR0011,PRD010,Current,Active,1/29/2021,INR
ACC000808,HNVA94386825085592,CUST00103,BR0015,PRD006,Loan,Active,3/26/2026,INR
ACC000809,KZUN29726692325727,CUST00948,BR0020,PRD006,Current,Active,1/23/2021,INR
ACC000810,HUJW68927047233446,CUST00109,BR0019,PRD002,Loan,Active,11/1/2024,INR
ACC000811,NMDB51496180686288,CUST00577,BR0003,PRD003,Credit Card,Active,4/9/2025,INR
ACC000812,MYXX88792449403951,CUST00799,BR0008,PRD005,Loan,Active,7/18/2023,INR
ACC000813,QNTW56134408833183,CUST00104,BR0013,PRD001,Loan,Active,1/7/2025,INR
ACC000814,RADM93476912377939,CUST00805,BR0013,PRD006,Savings,Active,3/8/2024,INR
ACC000815,RZAC22016318520023,CUST00293,BR0005,PRD007,Savings,Closed,9/14/2023,INR
ACC000816,SDLE31336314098212,CUST00889,BR0004,PRD009,Savings,Active,8/24/2021,INR
ACC000817,PBFH18967201295903,CUST00549,BR0001,PRD003,Current,Dormant,2/13/2022,INR
ACC000818,DVYO75690001917653,CUST00902,BR0007,PRD010,Loan,Closed,4/5/2020,INR
ACC000819,YFJJ83438715154746,CUST00353,BR0017,PRD010,Credit Card,Active,8/14/2021,INR
ACC000820,TDDO08702728204009,CUST00899,BR0017,PRD007,Loan,Dormant,9/2/2020,INR
ACC000821,HVXX80834912321600,CUST00421,BR0022,PRD003,Loan,Active,3/27/2026,INR
ACC000822,LTWG24183252762520,CUST00271,BR0014,PRD010,Savings,Active,4/10/2022,INR
ACC000823,FCHD16795428326701,CUST00393,BR0005,PRD002,Current,Closed,3/18/2019,INR
ACC000824,XYCM78116786290251,CUST00671,BR0020,PRD005,Credit Card,Active,5/12/2021,INR
ACC000825,KGQM42673022099417,CUST00498,BR0004,PRD006,Credit Card,Active,2/4/2025,INR
ACC000826,VZKG04053198410507,CUST00586,BR0006,PRD001,Savings,Active,2/12/2025,INR
ACC000827,KZKA84852846770378,CUST00624,BR0016,PRD005,Credit Card,Active,5/9/2024,INR
ACC000828,INOT70083076440583,CUST00485,BR0020,PRD007,Loan,Active,9/23/2019,INR
ACC000829,KKWA17272797328290,CUST00039,BR0020,PRD002,Loan,Active,1/15/2021,INR
ACC000830,DWRH20511213406368,CUST00177,BR0002,PRD008,Savings,Active,10/30/2021,INR
ACC000831,ACTT05024065117471,CUST00283,BR0018,PRD004,Current,Active,1/19/2019,INR
ACC000832,XCOB64857968863124,CUST00413,BR0017,PRD006,Loan,Active,9/19/2020,INR
ACC000833,BOXV90448138819011,CUST00148,BR0025,PRD008,Current,Active,7/6/2025,INR
ACC000834,YIKW67677619524960,CUST00634,BR0004,PRD005,Current,Active,10/30/2024,INR
ACC000835,DPBS21764517702238,CUST00624,BR0003,PRD004,Credit Card,Dormant,1/3/2024,INR
ACC000836,AIWL34782772532095,CUST00698,BR0016,PRD009,Loan,Active,2/22/2026,INR
ACC000837,USUW28489873587272,CUST00711,BR0022,PRD005,Credit Card,Active,8/19/2020,INR
ACC000838,TTGG57024093986639,CUST00412,BR0005,PRD003,Savings,Active,6/15/2020,INR
ACC000839,ZQJY64844273983565,CUST00040,BR0020,PRD002,Loan,Active,12/5/2020,INR
ACC000840,EWHT18867622735334,CUST00406,BR0018,PRD006,Savings,Active,3/31/2021,INR
ACC000841,AMUF01663340142156,CUST00911,BR0001,PRD001,Credit Card,Active,1/19/2022,INR
